Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Amazon,1185732,10/20/2022,Midwest,Ohio,Columbus,Men's Athletic Footwear,29,133,"3,857","1,466",38%,Online
Sports Direct,1197831,10/20/2022,South,Tennessee,Knoxville,Women's Apparel,23,266,"6,118","1,591",26%,Online
Walmart,1197831,10/20/2022,South,Texas,Houston,Men's Street Footwear,45,238,"10,710","3,748",35%,Outlet
Foot Locker,1185732,10/20/2022,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36,13,468,173,37%,Online
Foot Locker,1185732,10/20/2022,West,Arizona,Phoenix,Men's Apparel,58,149,"8,642","4,580",53%,In-store
Foot Locker,1185732,10/21/2022,Midwest,Minnesota,Minneapolis,Men's Apparel,44,150,"6,600","1,980",30%,In-store
Sports Direct,1197831,10/21/2022,Northeast,Connecticut,Hartford,Women's Apparel,34,286,"9,724","4,668",48%,Online
Amazon,1185732,10/21/2022,Northeast,Maine,Portland,Men's Athletic Footwear,43,75,"3,225","1,742",54%,Outlet
Sports Direct,1197831,10/21/2022,Northeast,Connecticut,Hartford,Women's Apparel,72,42,"3,024","1,663",55%,In-store
Foot Locker,1185732,10/21/2022,Midwest,Michigan,Detroit,Women's Apparel,51,52,"2,652","1,379",52%,Outlet
Amazon,1185732,10/21/2022,West,Alaska,Anchorage,Women's Apparel,73,212,"15,476","7,428",48%,Outlet
Sports Direct,1197831,10/21/2022,Northeast,Maryland,Baltimore,Men's Apparel,56,400,"22,400","12,992",58%,Outlet
Walmart,1197831,10/21/2022,South,Texas,Houston,Men's Athletic Footwear,45,21,945,331,35%,Outlet
Sports Direct,1197831,10/21/2022,Northeast,Massachusetts,Boston,Women's Athletic Footwear,31,133,"4,123","2,226",54%,Online
Sports Direct,1197831,10/21/2022,Northeast,Massachusetts,Boston,Women's Apparel,51,133,"6,783","2,374",35%,Outlet
Foot Locker,1185732,10/21/2022,South,Tennessee,Knoxville,Men's Street Footwear,63,140,"8,820","4,675",53%,Online
Sports Direct,1197831,10/21/2022,Southeast,Virginia,Richmond,Men's Street Footwear,35,76,"2,660","1,170",44%,In-store
Sports Direct,1197831,10/21/2022,Northeast,Maryland,Baltimore,Men's Apparel,58,85,"4,930","2,169",44%,Outlet
Foot Locker,1185732,10/21/2022,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,33,110,"3,630","1,815",50%,Online
Kohl's,1189833,10/21/2022,West,California,San Francisco,Men's Street Footwear,46,104,"4,784","2,248",47%,Online
Walmart,1197831,10/21/2022,South,Texas,Houston,Men's Athletic Footwear,43,243,"10,449","5,120",49%,Online
Foot Locker,1185732,10/21/2022,Midwest,Minnesota,Minneapolis,Men's Apparel,43,39,"1,677",755,45%,Online
Sports Direct,1197831,10/21/2022,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,25,133,"3,325","1,396",42%,Online
West Gear,1128299,10/21/2022,West,Oregon,Portland,Men's Apparel,47,104,"4,888","1,466",30%,Online
West Gear,1128299,10/21/2022,South,Arkansas,Little Rock,Men's Athletic Footwear,69,133,"9,177","4,772",52%,Online
Walmart,1197831,10/21/2022,South,Texas,Houston,Men's Athletic Footwear,31,306,"9,486","3,794",40%,Outlet
Walmart,1185732,10/21/2022,South,Mississippi,Jackson,Men's Street Footwear,36,163,"5,868","1,760",30%,Online
Foot Locker,1185732,10/21/2022,Northeast,New Hampshire,Manchester,Men's Street Footwear,25,96,"2,400","1,200",50%,Outlet
Kohl's,1189833,10/21/2022,West,New Mexico,Albuquerque,Women's Athletic Footwear,50,182,"9,100","3,913",43%,Online
Foot Locker,1185732,10/21/2022,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,28,94,"2,632","1,184",45%,Online
Foot Locker,1185732,10/21/2022,Midwest,Iowa,Des Moines,Women's Athletic Footwear,41,96,"3,936","1,260",32%,Online
West Gear,1128299,10/21/2022,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,47,142,"6,674","2,736",41%,Outlet
Kohl's,1189833,10/21/2022,West,Wyoming,Cheyenne,Men's Athletic Footwear,67,1,67,31,47%,Online
West Gear,1128299,10/22/2022,West,Utah,Salt Lake City,Women's Apparel,60,62,"3,720","2,195",59%,Outlet
Foot Locker,1185732,10/22/2022,Northeast,Pennsylvania,Philadelphia,Men's Apparel,56,76,"4,256","1,490",35%,In-store
Foot Locker,1185732,10/22/2022,West,Arizona,Phoenix,Women's Apparel,67,133,"8,911","4,456",50%,Online
Sports Direct,1197831,10/22/2022,Southeast,Virginia,Richmond,Women's Athletic Footwear,41,266,"10,906","7,525",69%,Outlet
Foot Locker,1185732,10/22/2022,Midwest,Illinois,Chicago,Women's Street Footwear,57,43,"2,451","1,029",42%,Online
Foot Locker,1185732,10/22/2022,Midwest,Minnesota,Minneapolis,Women's Apparel,32,65,"2,080","1,165",56%,Online
Sports Direct,1197831,10/22/2022,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34,117,"3,978","1,790",45%,Online
Foot Locker,1185732,10/22/2022,Northeast,Rhode Island,Providence,Women's Athletic Footwear,61,400,"24,400","12,688",52%,Online
Walmart,1197831,10/22/2022,South,Texas,Houston,Women's Street Footwear,50,70,"3,500","1,225",35%,Outlet
Amazon,1185732,10/22/2022,Midwest,Ohio,Columbus,Men's Apparel,49,54,"2,646","1,111",42%,Online
Sports Direct,1197831,10/22/2022,South,Texas,Dallas,Women's Athletic Footwear,43,133,"5,719","2,402",42%,Online
Sports Direct,1197831,10/22/2022,Northeast,Connecticut,Hartford,Men's Apparel,54,266,"14,364","5,602",39%,Online
Amazon,1185732,10/22/2022,Northeast,Massachusetts,Boston,Women's Apparel,39,232,"9,048","6,062",67%,Outlet
Walmart,1185732,10/22/2022,South,Arkansas,Little Rock,Men's Athletic Footwear,34,331,"11,254","4,839",43%,Outlet
Walmart,1185732,10/22/2022,West,Hawaii,Honolulu,Women's Street Footwear,35,133,"4,655","2,374",51%,Online
Walmart,1197831,10/22/2022,South,Texas,Houston,Women's Street Footwear,34,281,"9,554","3,726",39%,Outlet
Foot Locker,1185732,10/22/2022,Midwest,Kansas,Wichita,Men's Apparel,52,230,"11,960","5,382",45%,Online
Walmart,1197831,10/22/2022,South,Texas,Houston,Women's Street Footwear,47,206,"9,682","4,647",48%,Online
Sports Direct,1197831,10/22/2022,Midwest,North Dakota,Fargo,Men's Street Footwear,31,166,"5,146","2,007",39%,In-store
Amazon,1185732,10/22/2022,Northeast,Vermont,Burlington,Men's Apparel,38,133,"5,054","1,516",30%,Online
Foot Locker,1185732,10/22/2022,Midwest,Minnesota,Minneapolis,Women's Apparel,35,242,"8,470","3,812",45%,In-store
Kohl's,1189833,10/23/2022,West,New Mexico,Albuquerque,Women's Apparel,42,133,"5,586","3,240",58%,In-store
Sports Direct,1197831,10/23/2022,South,Tennessee,Knoxville,Women's Athletic Footwear,28,167,"4,676","2,899",62%,Online
Foot Locker,1185732,10/23/2022,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,34,114,"3,876","1,395",36%,Online
Walmart,1197831,10/23/2022,South,Texas,Houston,Women's Athletic Footwear,36,230,"8,280","4,140",50%,Outlet
Kohl's,1189833,10/23/2022,West,California,Los Angeles,Men's Street Footwear,34,149,"5,066","2,989",59%,Online
Foot Locker,1185732,10/23/2022,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,107,"3,745","1,311",35%,In-store
Sports Direct,1197831,10/23/2022,Northeast,Connecticut,Hartford,Men's Street Footwear,34,266,"9,044","4,251",47%,Online
Foot Locker,1185732,10/23/2022,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32,135,"4,320","1,944",45%,Online
Kohl's,1189833,10/23/2022,West,Wyoming,Cheyenne,Men's Street Footwear,41,1,41,17,41%,Outlet
West Gear,1128299,10/23/2022,West,Oregon,Portland,Men's Apparel,51,133,"6,783","2,442",36%,Outlet
West Gear,1128299,10/23/2022,Midwest,Wisconsin,Milwaukee,Men's Apparel,69,60,"4,140","1,987",48%,Online
Sports Direct,1197831,10/23/2022,Midwest,Nebraska,Omaha,Men's Athletic Footwear,53,61,"3,233","1,487",46%,Online
Walmart,1185732,10/23/2022,South,Arkansas,Little Rock,Men's Apparel,54,183,"9,882","3,656",37%,Online
Walmart,1197831,10/23/2022,South,Texas,Houston,Women's Athletic Footwear,48,203,"9,744","5,359",55%,Online
Foot Locker,1185732,10/23/2022,Northeast,Delaware,Wilmington,Men's Street Footwear,50,133,"6,650","4,056",61%,In-store
West Gear,1128299,10/23/2022,Midwest,Indiana,Indianapolis,Men's Apparel,54,94,"5,076","2,132",42%,Online
Foot Locker,1185732,10/23/2022,Midwest,Illinois,Chicago,Men's Apparel,41,1,41,14,33%,Online
Sports Direct,1197831,10/23/2022,South,Texas,Dallas,Women's Street Footwear,32,136,"4,352",914,21%,Online
Foot Locker,1185732,10/23/2022,Midwest,Illinois,Chicago,Women's Apparel,35,133,"4,655","1,536",33%,In-store
Walmart,1197831,10/23/2022,South,Texas,Houston,Women's Athletic Footwear,50,165,"8,250","3,712",45%,Outlet
Foot Locker,1185732,10/23/2022,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,133,"3,990","1,476",37%,Online
Foot Locker,1185732,10/24/2022,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,210,"7,350","2,205",30%,In-store
Kohl's,1189833,10/24/2022,West,California,Los Angeles,Women's Athletic Footwear,45,133,"5,985","2,873",48%,Online
West Gear,1128299,10/24/2022,Midwest,Indiana,Indianapolis,Men's Street Footwear,50,172,"8,600","3,354",39%,Online
Kohl's,1189833,10/24/2022,West,New Mexico,Albuquerque,Women's Street Footwear,48,360,"17,280","8,813",51%,Outlet
Kohl's,1189833,10/24/2022,Midwest,Montana,Billings,Men's Street Footwear,19,58,"1,102",507,46%,Online
Foot Locker,1185732,10/24/2022,Northeast,Pennsylvania,Philadelphia,Women's Apparel,44,260,"11,440","5,034",44%,Online
Sports Direct,1197831,10/24/2022,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32,133,"4,256","2,639",62%,Online
Foot Locker,1185732,10/24/2022,Southeast,Virginia,Richmond,Men's Apparel,53,224,"11,872","3,562",30%,Online
Walmart,1197831,10/24/2022,South,Texas,Houston,Men's Apparel,30,195,"5,850","1,872",32%,Outlet
Walmart,1185732,10/24/2022,South,Arkansas,Little Rock,Men's Street Footwear,38,79,"3,002","1,741",58%,Outlet
Walmart,1197831,10/24/2022,South,Texas,Houston,Men's Apparel,42,195,"8,190","3,686",45%,Online
Amazon,1185732,10/24/2022,Southeast,Kentucky,Louisville,Men's Apparel,50,126,"6,300","1,134",18%,Online
West Gear,1128299,10/24/2022,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,36,69,"2,484","1,093",44%,Outlet
Foot Locker,1185732,10/24/2022,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,34,38,"1,292",581,45%,Online
Sports Direct,1197831,10/24/2022,Southeast,North Carolina,Charlotte,Women's Apparel,35,127,"4,445","1,556",35%,Online
Kohl's,1189833,10/24/2022,West,California,Los Angeles,Men's Apparel,47,97,"4,559","2,143",47%,Outlet
Sports Direct,1197831,10/24/2022,South,Texas,Dallas,Women's Apparel,29,97,"2,813","1,716",61%,Outlet
Walmart,1197831,10/24/2022,South,Texas,Houston,Men's Apparel,45,138,"6,210","1,863",30%,Outlet
West Gear,1128299,10/24/2022,West,Oregon,Portland,Women's Street Footwear,31,42,"1,302",612,47%,Outlet
Amazon,1185732,10/24/2022,South,Alabama,Birmingham,Women's Apparel,42,133,"5,586","2,290",41%,Online
West Gear,1128299,10/24/2022,West,Utah,Salt Lake City,Men's Apparel,69,243,"16,767","10,396",62%,In-store
Kohl's,1189833,10/25/2022,West,Arizona,Phoenix,Men's Street Footwear,50,220,"11,000","5,280",48%,In-store
Kohl's,1189833,10/25/2022,West,California,San Francisco,Men's Street Footwear,31,133,"4,123","2,020",49%,Outlet
Foot Locker,1185732,10/25/2022,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,74,"1,850",555,30%,In-store
Sports Direct,1197831,10/25/2022,Northeast,Massachusetts,Boston,Women's Athletic Footwear,33,133,"4,389","1,536",35%,In-store
Sports Direct,1197831,10/25/2022,Midwest,Michigan,Detroit,Men's Street Footwear,53,218,"11,554","4,737",41%,In-store
Sports Direct,1197831,10/25/2022,South,Tennessee,Knoxville,Women's Street Footwear,24,41,984,482,49%,Outlet
Sports Direct,1197831,10/25/2022,South,Tennessee,Knoxville,Men's Street Footwear,49,1,49,18,36%,Online
Foot Locker,1185732,10/25/2022,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29,167,"4,843","1,550",32%,In-store
Kohl's,1189833,10/25/2022,West,New Mexico,Albuquerque,Women's Apparel,38,189,"7,182","2,873",40%,Online
West Gear,1128299,10/25/2022,Northeast,Maryland,Baltimore,Women's Apparel,27,70,"1,890",888,47%,In-store
Foot Locker,1185732,10/25/2022,Southeast,Virginia,Richmond,Women's Apparel,15,187,"2,805",533,19%,Online
West Gear,1128299,10/25/2022,South,Arkansas,Little Rock,Women's Athletic Footwear,52,320,"16,640","8,819",53%,Online
West Gear,1128299,10/25/2022,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45,418,"18,810","5,267",28%,Outlet
Kohl's,1189833,10/25/2022,Northeast,New Jersey,Newark,Men's Apparel,37,57,"2,109",780,37%,Online
Sports Direct,1197831,10/25/2022,Midwest,Montana,Billings,Men's Athletic Footwear,48,133,"6,384","2,681",42%,Outlet
Walmart,1197831,10/25/2022,South,Texas,Houston,Women's Apparel,44,289,"12,716","7,248",57%,Outlet
Walmart,1197831,10/25/2022,South,Texas,Houston,Women's Apparel,55,169,"9,295","4,648",50%,Outlet
Sports Direct,1197831,10/25/2022,Southeast,North Carolina,Charlotte,Men's Apparel,44,24,"1,056",348,33%,Online
Walmart,1197831,10/25/2022,South,Texas,Houston,Women's Apparel,51,247,"12,597","7,810",62%,Online
Sports Direct,1197831,10/25/2022,Midwest,Michigan,Detroit,Men's Athletic Footwear,30,401,"12,030","3,729",31%,Outlet
Foot Locker,1185732,10/25/2022,Southeast,Virginia,Richmond,Men's Apparel,47,98,"4,606","2,119",46%,Outlet
Foot Locker,1185732,10/25/2022,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,56,"1,400",588,42%,Online
Sports Direct,1197831,10/25/2022,South,Tennessee,Knoxville,Women's Apparel,60,133,"7,980","2,234",28%,Online
Sports Direct,1197831,10/25/2022,Midwest,North Dakota,Fargo,Women's Apparel,58,218,"12,644","6,575",52%,In-store
West Gear,1128299,10/25/2022,Northeast,Maryland,Baltimore,Women's Apparel,64,147,"9,408","4,610",49%,Outlet
Foot Locker,1185732,10/26/2022,South,Louisiana,New Orleans,Men's Athletic Footwear,45,40,"1,800",612,34%,Online
West Gear,1128299,10/26/2022,South,Arkansas,Little Rock,Women's Apparel,63,133,"8,379","4,692",56%,Online
Foot Locker,1185732,10/26/2022,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30,119,"3,570","1,250",35%,In-store
Amazon,1185732,10/26/2022,Northeast,Vermont,Burlington,Women's Athletic Footwear,64,13,832,408,49%,Online
Walmart,1197831,10/26/2022,South,Texas,Houston,Men's Street Footwear,41,238,"9,758","4,684",48%,Online
Walmart,1197831,10/26/2022,South,Texas,Houston,Men's Street Footwear,32,333,"10,656","4,262",40%,Outlet
Walmart,1185732,10/26/2022,South,Arkansas,Little Rock,Women's Athletic Footwear,25,133,"3,325","1,563",47%,Online
West Gear,1128299,10/26/2022,Northeast,West Virginia,Charleston,Women's Street Footwear,42,79,"3,318",929,28%,Outlet
Foot Locker,1185732,10/26/2022,Midwest,Missouri,St. Louis,Men's Street Footwear,60,113,"6,780","3,187",47%,Outlet
Kohl's,1189833,10/26/2022,West,New Mexico,Albuquerque,Women's Street Footwear,66,133,"8,778","2,809",32%,Outlet
Foot Locker,1185732,10/26/2022,Midwest,Nebraska,Omaha,Men's Street Footwear,52,133,"6,916","3,665",53%,Outlet
Sports Direct,1197831,10/26/2022,South,Mississippi,Jackson,Women's Apparel,57,159,"9,063","3,625",40%,Outlet
West Gear,1128299,10/26/2022,South,Arkansas,Little Rock,Men's Apparel,61,400,"24,400","7,076",29%,Online
Walmart,1185732,10/26/2022,Southeast,Florida,Orlando,Men's Athletic Footwear,48,1,48,17,36%,Outlet
Amazon,1185732,10/26/2022,Northeast,New Hampshire,Manchester,Women's Apparel,44,266,"11,704","5,384",46%,Outlet
Sports Direct,1197831,10/26/2022,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,23,132,"3,036","1,548",51%,Outlet
Sports Direct,1197831,10/26/2022,Midwest,Michigan,Detroit,Men's Street Footwear,29,400,"11,600","5,452",47%,Outlet
Foot Locker,1185732,10/26/2022,Northeast,Pennsylvania,Philadelphia,Women's Apparel,56,375,"21,000","12,390",59%,Online
Walmart,1197831,10/26/2022,South,Texas,Houston,Men's Street Footwear,45,50,"2,250",788,35%,Outlet
Sports Direct,1197831,10/26/2022,Northeast,New Jersey,Newark,Women's Street Footwear,29,168,"4,872","2,192",45%,Outlet
West Gear,1128299,10/26/2022,West,California,San Francisco,Women's Street Footwear,32,99,"3,168","1,267",40%,Online
Foot Locker,1185732,10/26/2022,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,27,20,540,254,47%,Online
Amazon,1185732,10/26/2022,Northeast,New Hampshire,Manchester,Men's Apparel,53,1,53,22,41%,Online
Sports Direct,1197831,10/26/2022,Midwest,Michigan,Detroit,Women's Street Footwear,65,46,"2,990","1,256",42%,Outlet
Foot Locker,1185732,10/27/2022,West,Idaho,Boise,Men's Apparel,56,266,"14,896","7,448",50%,Online
Foot Locker,1185732,10/27/2022,Midwest,Illinois,Chicago,Women's Athletic Footwear,29,75,"2,175","1,370",63%,Outlet
Sports Direct,1197831,10/27/2022,South,Texas,Dallas,Women's Apparel,39,133,"5,187","2,282",44%,Outlet
Foot Locker,1185732,10/27/2022,Midwest,Illinois,Chicago,Men's Street Footwear,13,217,"2,821",875,31%,Online
Foot Locker,1185732,10/27/2022,West,Idaho,Boise,Men's Apparel,54,135,"7,290","2,406",33%,Online
Kohl's,1189833,10/27/2022,West,Wyoming,Cheyenne,Men's Street Footwear,35,118,"4,130","1,528",37%,Online
Kohl's,1189833,10/27/2022,Northeast,New Jersey,Newark,Women's Athletic Footwear,19,133,"2,527","1,440",57%,Outlet
Sports Direct,1197831,10/27/2022,South,Tennessee,Knoxville,Men's Street Footwear,55,201,"11,055","4,754",43%,In-store
West Gear,1128299,10/27/2022,Northeast,New York,Albany,Women's Athletic Footwear,48,150,"7,200","3,600",50%,Online
Amazon,1185732,10/27/2022,Southeast,Kentucky,Louisville,Women's Street Footwear,23,133,"3,059","1,285",42%,Online
Foot Locker,1185732,10/27/2022,Midwest,Minnesota,Minneapolis,Men's Apparel,41,44,"1,804",740,41%,Online
Kohl's,1189833,10/27/2022,West,Wyoming,Cheyenne,Women's Athletic Footwear,36,123,"4,428","2,347",53%,Outlet
West Gear,1128299,10/27/2022,Northeast,New York,Albany,Women's Athletic Footwear,30,200,"6,000","2,400",40%,Online
Amazon,1185732,10/27/2022,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,66,133,"8,778","2,721",31%,Outlet
Sports Direct,1197831,10/27/2022,South,Tennessee,Knoxville,Women's Street Footwear,49,11,539,199,37%,In-store
Amazon,1185732,10/27/2022,Southeast,Kentucky,Louisville,Men's Street Footwear,65,119,"7,735","3,790",49%,Online
Amazon,1185732,10/27/2022,Northeast,Maine,Portland,Men's Apparel,51,133,"6,783","1,831",27%,In-store
Walmart,1197831,10/27/2022,South,Texas,Houston,Men's Athletic Footwear,44,285,"12,540","6,019",48%,Online
Foot Locker,1185732,10/27/2022,Midwest,Minnesota,Minneapolis,Men's Apparel,44,150,"6,600","1,980",30%,In-store
Foot Locker,1185732,10/27/2022,West,Arizona,Phoenix,Women's Athletic Footwear,38,133,"5,054","2,123",42%,Outlet
Foot Locker,1185732,10/27/2022,Northeast,Maryland,Baltimore,Men's Street Footwear,52,254,"13,208","7,529",57%,Outlet
West Gear,1128299,10/27/2022,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,27,1,27,10,37%,Outlet
Kohl's,1189833,10/27/2022,Midwest,Montana,Billings,Men's Street Footwear,49,65,"3,185","1,178",37%,Outlet
Foot Locker,1185732,10/27/2022,Southeast,Kentucky,Louisville,Men's Street Footwear,55,153,"8,415","4,544",54%,Outlet
Foot Locker,1185732,10/27/2022,South,Louisiana,New Orleans,Men's Athletic Footwear,48,160,"7,680","3,763",49%,Outlet
West Gear,1128299,10/27/2022,West,Oregon,Portland,Women's Street Footwear,51,266,"13,566","6,647",49%,Outlet
Sports Direct,1197831,10/27/2022,Midwest,North Dakota,Fargo,Women's Athletic Footwear,34,107,"3,638","2,110",58%,In-store
Kohl's,1189833,10/27/2022,West,California,Los Angeles,Women's Athletic Footwear,57,178,"10,146","4,566",45%,In-store
Foot Locker,1185732,10/27/2022,Northeast,Rhode Island,Providence,Men's Apparel,65,56,"3,640","1,456",40%,Online
Walmart,1197831,10/27/2022,South,Texas,Houston,Men's Athletic Footwear,34,333,"11,322","4,755",42%,Outlet
Walmart,1185732,10/27/2022,South,Arkansas,Little Rock,Women's Street Footwear,28,133,"3,724","1,415",38%,Online
Foot Locker,1185732,10/27/2022,Northeast,Pennsylvania,Philadelphia,Women's Apparel,38,229,"8,702","3,829",44%,Online
Kohl's,1189833,10/27/2022,West,California,Los Angeles,Men's Athletic Footwear,34,156,"5,304","2,387",45%,In-store
Walmart,1197831,10/27/2022,South,Texas,Houston,Men's Athletic Footwear,45,307,"13,815","4,835",35%,Outlet
Sports Direct,1197831,10/27/2022,Southeast,Georgia,Atlanta,Women's Street Footwear,23,217,"4,991","2,396",48%,Online
